vin,craigslist_id,used_cars_id,year,manufacturer_cr,manufacturer_uc,model_cr,model_uc,price_cr,price_uc,mileage_cr,mileage_uc,warnings,warning_details,label
,7315128970,272216171,,Kia,Ford,Soul,F-250 Super Duty,6995,40100.0,129705.0,285.0,,,0
,7304128135,278905769,,Toyota,Mercedes-Benz,Avalon,Gle-Class,19899,56991.0,39971.0,8826.0,,,0
4T3ZK11A79U005719,7307358848,279025293,2009.0,Toyota,Toyota,Venza,Venza,10778,11888.0,136983.0,136983.0,0,,1
,7315121632,280256779,,Toyota,Mitsubishi,Sienna Le Fwd 8-Passenger (Natl),Outlander Sport,29988,15998.0,17058.0,37594.0,,,0
,7315358438,221452920,,Ford,Dodge,F150 Supercrew Cab,Ram 2500,8890,16995.0,193217.0,147640.0,,,0
ZACCJABT8GPC50050,7310829902,281769980,2016.0,Jeep,Jeep,Renegade Latitude Sport,Renegade,17990,16990.0,41967.0,34183.0,0,,1
WBAHL83507DT89223,7313491798,246922311,2007.0,Bmw,Bmw,Aplina B7,7 Series,15000,14999.0,126000.0,126000.0,1,"Model diverso: CR=aplina b7, UC=7 series",1
,7315508652,279768163,,Bmw,Hyundai,5 Series Hybrid,Sonata,13900,15995.0,97294.0,21086.0,,,0
,7316807109,274565385,,Audi,Ram,Q7 3.0 Tfsi Premium Plus,1500,0,40475.0,63220.0,24.0,,,0
,7316659118,281137496,,Lexus,Gmc,Rx,Terrain,0,17464.0,91075.0,66914.0,,,0
,7304603759,278330578,,Ram,Toyota,1500 Crew Cab4X4,Sienna,19595,37399.0,123585.0,,,,0
,7314384973,280083363,,Mercedes-Benz,Honda,E-Class,Odyssey,72977,3995.0,49002.0,202960.0,,,0
5TFAW5F18EX398069,7311379393,278620888,2014.0,Toyota,Toyota,Tundra,Tundra,34995,34995.0,110523.0,110523.0,0,,1
,7316373098,278025381,,Chevrolet,Kia,Silverado 1500,Soul,51945,18345.0,7061.0,6.0,,,0
,7304484150,272372573,,Honda,Volvo,Accord Sdn,S60,8995,44298.0,95200.0,5.0,,,0
,7316940021,277685477,,,Hyundai,Isuzu Rodeo Ls,Sonata,4999,13500.0,163787.0,34644.0,,,0
,7316146212,275995975,,Jeep,Ford,Compass Trailhawk Sport,Flex,24990,16999.0,26503.0,65371.0,,,0
,7311678673,281453483,,Nissan,Nissan,Altima,Titan,8499,30000.0,124000.0,38349.0,,,0
1GC1KYE82BF113766,7311445942,267073280,2011.0,Chevrolet,Chevrolet,Colorado Crew Cab 4Wd,Silverado 2500Hd,27900,25900.0,184000.0,184000.0,1,"Model diverso: CR=colorado crew cab 4wd, UC=silverado 2500hd",1
WDDGF54X79F281098,7307759218,275646009,2009.0,Mercedes-Benz,Mercedes-Benz,C-Class,C-Class,8999,9900.0,107862.0,107862.0,0,,1
,7315026787,281301943,,Jeep,Honda,Compass Latitude Sport,Civic,19990,13733.0,30776.0,55913.0,,,0
,7310530737,277458427,,Ford,Jeep,Explorer,Wrangler Unlimited,19895,33120.0,113096.0,29153.0,,,0
,7316113332,279787575,,Jeep,Honda,Wrangler Unlimited,Odyssey,0,10995.0,105100.0,135818.0,,,0
,7307744977,276428978,,Ford,Kia,Edge,Rondo,15995,3700.0,86686.0,104800.0,,,0
2G1FP22S0R2144362,7309043270,268013639,1994.0,Chevrolet,Chevrolet,Camaro,Camaro,11999,9995.0,8645.0,8560.0,0,,1
YV4952CY0B1587218,7315114619,280133179,2011.0,Volvo,Volvo,Xc90,Xc90,8999,9499.0,129490.0,129490.0,0,,1
,7304223843,263997975,,Acura,Bmw,Mdx,X7,21995,85145.0,81876.0,,,,0
2FMPK4J9XHBC28980,7314875238,278453038,2017.0,Ford,Ford,Edge,Edge,24955,24999.0,19455.0,16431.0,0,,1
WBAVL1C55DVR84259,7313053335,280144510,2013.0,Bmw,Bmw,X1,X1,11250,12995.0,91899.0,91899.0,0,,1
,7315879240,272875584,,Ford,Lexus,Explorer,Es 350,1595,11377.0,227479.0,109100.0,,,0
,7314128832,277225569,,Ford,Nissan,Transit Connect,Rogue,7989,16477.0,127393.0,35883.0,,,0
,7314365422,279475205,,Ford,Chevrolet,Ranger 4Dr Supercab 4.0L Xlt 4Wd,Malibu,12976,17798.0,88176.0,51488.0,,,0
,7310714815,276270549,,Jeep,Dodge,Cherokee,Ram 2500,11991,12219.0,172690.0,163735.0,,,0
,7315096378,277735342,,Honda,Honda,Odyssey,Cr-V,8995,27770.0,123216.0,10.0,,,0
3GTU2NEC1JG248377,7316733323,270209709,2018.0,Gmc,Gmc,Sierra 1500,Sierra 1500,0,34900.0,72672.0,68460.0,0,,1
,7316752712,279671692,,Honda,Audi,Odyssey,Sq5,4300,65600.0,155335.0,8.0,,,0
2GNAXKEV9L6139529,7304351818,279985725,2020.0,Chevrolet,Chevrolet,Equinox,Equinox,19400,21900.0,17367.0,17367.0,0,,1
,7316472953,281567959,,Toyota,Volkswagen,Sienna Xle,Tiguan,6500,32229.0,192000.0,5.0,,,0
,7316728588,266463751,,Subaru,Nissan,Forester,Versa,5450,18762.0,145760.0,60.0,,,0
,7317053445,277536920,,Ford,Ford,Edge Limited 4Dr Crossove,Escape,7991,25640.0,150999.0,,,,0
,7307930663,277254748,,Hyundai,Honda,Sonata,Civic,7988,20148.0,78424.0,3.0,,,0
,7315704400,266538592,,Ford,Chevrolet,Fusion,Bolt Ev,12865,19798.0,92420.0,13163.0,,,0
,7314679571,272479542,,Toyota,Mazda,Prius,Cx-9,3900,47580.0,225082.0,0.0,,,0
,7316413371,266652861,,Jeep,Ford,Cherokee Latitude Fwd Gas,Fusion,23999,22032.0,18634.0,3.0,,,0
,7316009234,267766262,,Buick,Hyundai,Lacrosse,Kona,5295,31125.0,109274.0,33.0,,,0
,7314554878,276963792,,Chevrolet,Chevrolet,Equinox Premier Awd,Equinox,19950,26328.0,51000.0,4.0,,,0
,7316200127,276297559,,Ford,Ram,Mustang Ecoboost Manual,1500,29992,34573.0,3305.0,15.0,,,0
,7316957736,278586238,,Infiniti,Honda,Qx80,Odyssey,26997,39975.0,157327.0,5.0,,,0
YV4CZ982771373681,7314798529,275298008,2007.0,Volvo,Volvo,Xc90,Xc90,3495,3995.0,231425.0,231524.0,0,,1
JN8AS1MUXCM120715,7301665935,269540735,2012.0,Infiniti,Infiniti,Fx35,Fx35,21249,17999.0,42653.0,42653.0,0,,1
,7310453942,278279996,,Toyota,Cadillac,Highlander,Escalade,0,50995.0,,45162.0,,,0
,7312019896,279402466,,Volkswagen,Subaru,R32,Crosstrek,12000,30133.0,99500.0,0.0,,,0
KMHTC6AE1EU191649,7312352865,279009008,2014.0,Hyundai,Hyundai,Veloster,Veloster Turbo,5990,6990.0,156200.0,156200.0,0,,1
,7314608129,280412596,,Honda,Kia,Cr-V,Sedona,16999,35984.0,66200.0,14.0,,,0
,7305220465,277015901,,Jaguar,Jeep,Xe 25T Premium Sedan 4D,Wrangler Unlimited,23590,42425.0,48957.0,1.0,,,0
,7315954294,281579965,,Bmw,Nissan,2 Series 228I,Kicks,0,16998.0,93506.0,26934.0,,,0
,7316909891,259502884,,Ford,Mercedes-Benz,Excursion,Glc-Class,9999,53340.0,139263.0,3.0,,,0
3LN6L2J92ER800733,7316496703,280278274,2014.0,Lincoln,Lincoln,Mkz Awd,Mkz,19995,17990.0,54162.0,54071.0,0,,1
,7303175668,263142019,,Kia,Ford,Soul Plus Automatic,Explorer,8000,52120.0,118000.0,20.0,,,0
3N1AB7AP3GY231027,7312877384,275899715,2016.0,Nissan,Nissan,Sentra,Sentra,9499,8499.0,76550.0,76550.0,0,,1
,7316794671,278225530,,Kia,Volkswagen,Seltos,Passat,26999,26320.0,7694.0,0.0,,,0
,7316433801,270534799,,Hyundai,Honda,Elantra Gls,Fit,3995,19686.0,219965.0,5.0,,,0
3MZBPAAL8MM200546,7316916265,281610127,2021.0,Mazda,Mazda,,Mazda3,21995,22420.0,2585.0,4.0,1,"Model diverso: CR=nan, UC=mazda3",1
,7314325025,279544436,,Ram,Ford,1500,F-150,4500,17900.0,185000.0,215258.0,,,0
4JGBF71E39A446057,7314724777,212842204,2009.0,Mercedes-Benz,Mercedes-Benz,Gl450,Gl-Class,11995,11995.0,166205.0,166205.0,1,"Model diverso: CR=gl450, UC=gl-class",1
,7314831407,279820916,,Chevrolet,Mazda,Malibu,Cx-5,134,31973.0,142866.0,4.0,,,0
,7313903997,250905351,,Chevrolet,Buick,Cruze,Encore,17995,25669.0,27478.0,6.0,,,0
,7310714786,281349175,,Ford,Mini,Focus,Cooper Clubman,6899,38230.0,127848.0,21.0,,,0
,7316023123,280476690,,Volvo,Ford,C30 T5 R-Design Premier,F-250 Super Duty,9900,28995.0,123941.0,10860.0,,,0
JN8AF5MR9CT117690,7306856843,278003205,2012.0,Nissan,Nissan,Juke,Juke,7995,7995.0,74532.0,67470.0,0,,1
1C4NJPFA8FD192507,7310831379,281340347,2015.0,Jeep,Jeep,Patriot High Altitude Editi,Patriot,0,12995.0,86866.0,86866.0,0,,1
,7314767213,280871510,,Chevrolet,Subaru,Colorado,Wrx,35852,26976.0,38357.0,16791.0,,,0
,7310721986,261731308,,Mini,Mazda,Cooper Hardtop,Cx-5,7995,31694.0,89000.0,0.0,,,0
,7309899091,266392090,,Cadillac,Volvo,Cts 3.6L Performance,S60,0,47440.0,93241.0,5.0,,,0
,7316490233,264449159,,Honda,Hyundai,Cr-V,Santa Fe,23495,36515.0,34861.0,9.0,,,0
,7315367103,281541287,,Kia,Honda,Optima,Hr-V,0,17882.0,23959.0,59596.0,,,0
,7316270108,269673360,,Toyota,Ford,Tacoma,F-150,17995,27420.0,144465.0,15.0,,,0
,7316310396,279406717,,Ford,Chevrolet,F-550,Trax,33254,22865.0,220880.0,0.0,,,0
,7314846625,258061993,,Chevrolet,Ford,Corvette,Fusion,43999,26545.0,62145.0,12.0,,,0
,7315747640,280987865,,Ford,Nissan,Mustang,Rogue,43993,14990.0,3201.0,69293.0,,,0
1FA6P0HD9F5119048,7309973300,280100321,2015.0,Ford,Ford,Fusion,Fusion,5995,6995.0,202681.0,202681.0,0,,1
,7315384583,280553680,,Chrysler,Toyota,Town Country,Corolla,15900,19487.0,98425.0,6119.0,,,0
,7315358223,280370292,,Kia,Chevrolet,Forte,Trax,4990,24242.0,158172.0,3.0,,,0
,7305532185,256222843,,Lincoln,Chrysler,Navigator Select Sport,Pacifica,37990,50275.0,32521.0,0.0,,,0
3N1CN7AP9HK429017,7314924863,278153066,2017.0,Nissan,Nissan,Versa,Versa,0,11995.0,55750.0,55750.0,0,,1
,7315905093,281431905,,Pontiac,Toyota,G6,Camry,5600,27988.0,95849.0,23526.0,,,0
2C3KA63H56H523498,7313724488,278814564,2006.0,Chrysler,Chrysler,300,300,5900,5900.0,164223.0,164223.0,0,,1
,7305610321,277750940,,Honda,Honda,Cr-V,Civic Hybrid,0,6995.0,28614.0,132630.0,,,0
,7312973882,279155064,,Bmw,Ram,6 Series,1500,47850,15744.0,26300.0,79739.0,,,0
,7313942432,275967305,,Jeep,Nissan,Wrangler Columbia Edition,Rogue,14500,18500.0,75000.0,32751.0,,,0
,7313544998,281114396,,Ford,Ford,F-150 Xlt 4X4 4Dr Supercrew,Mustang,39995,5753.0,54849.0,145227.0,,,0
KMHD35LHXGU316950,7311028933,280083056,2016.0,Hyundai,Hyundai,Elantra Gt,Elantra Gt,12852,9995.0,78469.0,78419.0,0,,1
3N1AB7AP9JY254450,7314916299,281350648,2018.0,Nissan,Nissan,Sentra Sv Sedan 4D,Sentra,12671,12755.0,89020.0,81927.0,0,,1
,7310231642,278593339,,Toyota,Bmw,Highlander Sport 4X4,X5,8995,15499.0,262.0,63472.0,,,0
,7312019132,274352902,,Volvo,Lexus,Xc60,Ls 460,10995,16999.0,95506.0,84550.0,,,0
,7313674139,280754130,,Cadillac,Toyota,Escalade,Rav4,0,27403.0,,57.0,,,0
,7313846642,266611174,,Chevrolet,Gmc,Traverse Ltz,Sierra 1500,18495,14995.0,98000.0,86501.0,,,0
,7314355762,279911997,,Ford,Hyundai,Escape,Tucson,2700,30050.0,1.0,12.0,,,0
3N1CN7AP8KL806115,7302759174,281186981,2019.0,Nissan,Nissan,Versa Sedan Sv,Versa,13995,12995.0,39817.0,39732.0,0,,1
,7306345042,276086602,,Bmw,Buick,5 Series 535I Sedan 4D,Enclave,27990,13577.0,22770.0,115409.0,,,0
1G1PF5S90B7293309,7315402958,280494378,2011.0,Chevrolet,Chevrolet,Cruze,Cruze,6081,7999.0,101902.0,101902.0,0,,1
JTHBF1D23E5022365,7316843973,274930765,2014.0,Lexus,Lexus,Is,Is 250,24995,22888.0,73915.0,73915.0,0,,1
3N6CM0KN9LK701155,7310332903,276383602,2020.0,Nissan,Nissan,Nv200 Compact Cargo,Nv200,23500,22900.0,6.0,6.0,0,,1
,7316511778,281754713,,Volkswagen,Ford,Jetta Wagon Se,Edge,9999,29127.0,151151.0,12649.0,,,0
,7307101594,281164045,,Ram,Kia,1500,Sportage,0,23508.0,72659.0,13.0,,,0
,7301677066,278079407,,Nissan,Toyota,Rogue,Corolla,0,20771.0,36453.0,11.0,,,0
,7311999240,278338018,,Ford,Chevrolet,F-150,Silverado 1500,29980,37995.0,41962.0,35788.0,,,0
,7314371528,280319125,,Mitsubishi,Subaru,Outlander,Crosstrek,9700,21495.0,73167.0,32856.0,,,0
,7310837680,273068916,,,Lexus,Hummer H3,Is 250,12998,16395.0,119800.0,92170.0,,,0
,7316139397,261048703,,Jeep,Ford,Compass,Ecosport,20237,19353.0,36277.0,7.0,,,0
5J8TC2H7XLL021802,7315329976,257153650,2020.0,Acura,Acura,Rdx,Rdx,666,49095.0,1267.0,1.0,1,"Prezzo molto diverso: CR=$666, UC=$49,095 (diff: $48,429, 98.6%)",1
,7315293446,280136948,,Chevrolet,Lexus,Silverado 1500 Lt,Nx,23995,33798.0,149872.0,9585.0,,,0
JM1BM1T71G1301344,7315488315,280347813,2016.0,Mazda,Mazda,3,Mazda3,0,14495.0,40758.0,40758.0,0,,1
,7309168545,274345914,,Ford,Hyundai,Focus,Sonata,3200,11988.0,99763.0,67525.0,,,0
,7314960574,280587963,,Honda,Toyota,Accord Ex,Camry Hybrid,7995,23999.0,127753.0,32185.0,,,0
,7312791177,279650706,,Lexus,Ford,Gx,Escape,32985,25657.0,81681.0,5.0,,,0
,7311959092,281451940,,Ford,Jeep,F-150,Cherokee,0,19988.0,81253.0,23683.0,,,0
,7315404788,266911833,,Jeep,Dodge,Wrangler Chief,Durango,0,3995.0,,127306.0,,,0
WBA8D9G53JNU66911,7312899848,279704768,2018.0,Bmw,Bmw,3 Series,3 Series,26995,33995.0,22831.0,22831.0,0,,1
NM0GS9F22L1470175,7315042268,270542207,2020.0,Ford,Ford,Transit Connect Passenger,Transit Connect,29990,30737.0,3208.0,0.0,0,,1
,7315686831,273416291,,Gmc,Ford,Sierra 1500 Crew Cab Slt,Edge,38590,35998.0,35023.0,,,,0
,7316960280,280654009,,Mazda,Chevrolet,Mazda3 Sport,Tahoe,243,4650.0,23460.0,202311.0,,,0
,7315421652,262561458,,Kia,Hyundai,Sorento,Elantra Gt,13337,21840.0,97850.0,8.0,,,0
,7311035174,277935039,,Toyota,Ford,4-Runner,F-150,6999,72900.0,147607.0,30.0,,,0
,7316756289,277827097,,Ford,Honda,F250 Super Duty Crew Cab,Accord,39999,23169.0,158173.0,1.0,,,0
,7312373402,273445828,,Chevrolet,Nissan,Silverado,Armada,28388,63695.0,99951.0,10.0,,,0
KMHTC6AE7DU118042,7306646072,278936264,2013.0,Hyundai,Hyundai,Veloster,Veloster Turbo,8999,9897.0,78875.0,78741.0,0,,1
,7316833452,264292268,,Volkswagen,Chevrolet,Jetta,Trax,12488,22524.0,103626.0,,,,0
,7305933330,277261845,,Honda,Ford,Accord,Transit Passenger,253,27887.0,57609.0,44580.0,,,0
5YFBURHE4KP897088,7309479470,276725847,2019.0,Toyota,Toyota,Corolla Le,Corolla,0,17350.0,42983.0,42983.0,0,,1
,7310227282,280419917,,Dodge,Jeep,Challenger Sxt Coupe 2D,Renegade,24990,15875.0,25068.0,41459.0,,,0
,7311454450,280099354,,Kia,Toyota,Sorento,Corolla,9999,17250.0,118087.0,40812.0,,,0
,7312047535,279786035,,Ford,Dodge,Taurus,Journey,7995,16997.0,139013.0,67929.0,,,0
,7314766648,279777198,,Hyundai,Gmc,Elantra,Yukon,5500,83249.0,97000.0,121.0,,,0
,7315789146,279013248,,Ford,Nissan,Focus,Frontier,4700,17888.0,126000.0,89118.0,,,0
,7316749721,252431648,,Lexus,Ford,Gx 470,Explorer,12999,58550.0,212727.0,10.0,,,0
,7315740136,276155231,,Ford,Ford,Super Duty F-250 Srw,Edge,0,9995.0,103254.0,131544.0,,,0
,7315991297,279009683,,Jeep,Honda,Grand Cherokee,Accord Hybrid,12700,33440.0,93088.0,0.0,,,0
,7311580344,280149970,,Kia,Hyundai,Optima,Elantra,12995,13900.0,65280.0,52235.0,,,0
1C4RJFBG8HC875922,7307956935,278781657,2017.0,Jeep,Jeep,Grand Cherokee,Grand Cherokee,27450,28450.0,42451.0,42451.0,0,,1
1G1RA6E47CU120290,7311705478,278892732,2012.0,Chevrolet,Chevrolet,Volt,Volt,8450,9495.0,103097.0,103097.0,0,,1
,7316989160,279108942,,Chevrolet,Chevrolet,Trailblazer,Equinox,2750,20890.0,191696.0,17057.0,,,0
1FTEW1E58JKE57126,7315702220,278046606,2018.0,Ford,Ford,F-150 Xl Automatic,F-150,36900,30999.0,0.0,63452.0,0,,1
,7316323797,278288911,,Kia,Cadillac,Optima Lx,Xt5,8888,43590.0,142310.0,3.0,,,0
1N4AA5AP0AC809983,7315087251,195390206,2010.0,Nissan,Nissan,Maxima,Maxima,11823,11823.0,43586.0,38229.0,0,,1
,7311487095,263190447,,Nissan,Toyota,Murano,Yaris,19900,17508.0,38795.0,10.0,,,0
,7316718139,276998169,,Audi,Ford,Q5 2.0T Premium,Escape,29995,20794.0,44076.0,37369.0,,,0
,7315330770,278335515,,Infiniti,Ford,Ex,Ranger,8788,35787.0,162613.0,0.0,,,0
,7316248215,277206217,,Honda,Kia,Ridgeline Sport,Sorento,23999,19600.0,95875.0,45659.0,,,0
,7315517365,272052648,,Chevrolet,Hyundai,Camaro Ss,Veloster,43941,11655.0,16108.0,60169.0,,,0
,7302291723,222230571,,Jeep,Buick,Liberty,Encore,5995,19900.0,123000.0,12000.0,,,0
1C6RR6KGXHS752306,7314374526,279813186,2017.0,Ram,Ram,,1500,0,31900.0,30495.0,30386.0,1,"Model diverso: CR=nan, UC=1500",1
,7315007670,280965161,,Subaru,Ford,Forester,Escape,0,29850.0,,2.0,,,0
1FAHP3F24CL466516,7308469359,279160365,2012.0,Ford,Ford,Focus,Focus,4995,5987.0,138034.0,137948.0,0,,1
,7315891877,281565300,,Bmw,Porsche,3 Series,Panamera,3000,43995.0,70000.0,41340.0,,,0
,7314005710,280618231,,Kia,Land Rover,K5,Lr2,27210,11950.0,32.0,82353.0,,,0
,7302296784,275618121,,Jeep,Lincoln,Compass Latitude,Continental,19468,29930.0,52735.0,30341.0,,,0
1FADP5AU6DL504252,7314943079,279615971,2013.0,Ford,Ford,C-Max Hybrid,C-Max Hybrid,7995,8995.0,116000.0,116000.0,0,,1
2FMZA51645BA22038,7316157713,279039916,2005.0,Ford,Ford,Freestar,Freestar,3500,2958.0,1000.0,150733.0,1,"Mileage molto diverso: CR=1,000, UC=150,733 (diff: 149,733, 99.3%)",1
,7304038408,281381294,,Tesla,Porsche,Model S,Cayenne,74995,51995.0,16717.0,9376.0,,,0
,7311634273,280307792,,Honda,Ford,Pilot Ex-L W/Navi,F-150,11499,49600.0,93983.0,28477.0,,,0
,7303347819,259921279,,Toyota,Chevrolet,Sienna,Silverado 2500Hd,19999,62345.0,81412.0,20.0,,,0
KMHC05LH1KU034242,7314521946,280541497,2019.0,Hyundai,Hyundai,Ioniq Electric Limited,Ioniq Electric,22990,25133.0,6595.0,6536.0,0,,1
,7310472164,277544180,,Honda,Nissan,Cr-V Ex-L Suv Leather Mo,Armada,0,10488.0,158829.0,140609.0,,,0
,7310064247,280520304,,Ford,Ram,Mustang,1500,5195,42245.0,132126.0,10.0,,,0
,7306708955,280754622,,Dodge,Nissan,Journey,Sentra,9998,21785.0,105796.0,10.0,,,0
,7310815679,275668719,,Toyota,Buick,Tundra,Encore,29981,17500.0,57326.0,28191.0,,,0
,7312839641,281161485,,Nissan,Kia,Rogue,Sportage,21993,25585.0,28563.0,7.0,,,0
,7313429538,280519068,,Ford,Toyota,Escape,Sienna,13455,36829.0,134160.0,4.0,,,0
,7314340986,280684378,,Gmc,Honda,"Sierra 1500 4Wd Ext Cab 143.5"" Sle1",Civic,16990,17388.0,154656.0,24270.0,,,0
,7310487931,270336438,,Volkswagen,Kia,Jetta Sedan,Forte,0,9477.0,76830.0,63112.0,,,0
,7315412402,268953991,,Bmw,Cadillac,740Il,Xt4,4995,46702.0,121488.0,127.0,,,0
5XYZUDLB3DG076392,7313518863,267070441,2013.0,Hyundai,Hyundai,Santa Fe,Santa Fe Sport,14200,13998.0,77840.0,77840.0,0,,1
,7316278397,278850793,,Ford,Chevrolet,F-150,Silverado 1500,19900,43350.0,138458.0,,,,0
KMHC75LC0KU144957,7311587246,274585441,2019.0,Hyundai,Hyundai,Ioniq Sel,Ioniq Hybrid,18994,17845.0,41628.0,41576.0,0,,1
,7307764476,280160641,,Ram,Jeep,1500 Hemi,Renegade,14995,24995.0,157000.0,21216.0,,,0
,7315524661,280940907,,Chevrolet,Buick,Avalanche,Verano,15995,10000.0,133956.0,85048.0,,,0
,7311798950,281527416,,Ford,Mercedes-Benz,Explorer,E-Class,28480,11995.0,46795.0,96630.0,,,0
,7316873514,276493861,,Ford,Kia,Transit 250 Medium Roof 148 Wb Cargo Van,Seltos,32995,23991.0,38875.0,20.0,,,0
,7314203358,274443790,,Toyota,Buick,Highlander,Encore Gx,34996,28506.0,16503.0,22.0,,,0
,7312437691,278393608,,Toyota,Dodge,Rav4 Le Sport Utility 4D,Charger,17990,35495.0,58425.0,5.0,,,0
,7309193024,279606115,,Jeep,Acura,Wrangler Jk Unlimited,Rdx,0,42625.0,28966.0,0.0,,,0
,7306362704,280908033,,Chevrolet,Mercedes-Benz,Equinox Awd,C-Class,19200,45985.0,47600.0,21170.0,,,0
2G11Z5SA0G9146534,7316789105,279968392,2016.0,Chevrolet,Chevrolet,Impala Ls,Impala,2900,16900.0,27043.0,18406.0,1,"Prezzo molto diverso: CR=$2,900, UC=$16,900 (diff: $14,000, 82.8%)",1
,7316277902,280656485,,Infiniti,Toyota,G G37X Sedan 4D,Rav4,17590,26178.0,73058.0,3.0,,,0
,7315093453,270529936,,Chevrolet,Nissan,Cc5500/Diesel/17Km/24 Passenger,Altima,27999,27924.0,17690.0,1.0,,,0
,7316176627,281773281,,Acura,Chevrolet,Rdx Sport Utility 4D,Colorado,28990,34047.0,17821.0,3852.0,,,0
,7316880522,275804713,,Ford,Bmw,F-150,X3,0,35899.0,38607.0,17195.0,,,0
,7316704814,248815974,,Subaru,Ram,Outback Limited,1500,38988,44680.0,9967.0,10.0,,,0
1B7GL22X8XS121305,7311834982,264557716,1999.0,Dodge,Dodge,Dakota,Dakota,3990,3990.0,121305.0,,0,,1
,7305814126,267713143,,Hyundai,Chevrolet,Sonata Gls,Trax,7450,24181.0,131200.0,2.0,,,0
,7316828666,276120599,,Hyundai,Toyota,Accent,Highlander Hybrid,0,41663.0,55985.0,1.0,,,0
,7316391988,279425698,,Honda,Chevrolet,Accord,Silverado 1500,3999,32500.0,189900.0,41611.0,,,0
5GAKVCKD8DJ118424,7304312931,278117213,2013.0,Buick,Buick,Enclave,Enclave,7495,8495.0,203257.0,203257.0,0,,1
2T1BU4EE5BC688224,7311287808,278223196,2011.0,Toyota,Toyota,Corolla,Corolla,4700,5000.0,135169.0,135169.0,0,,1
,7311892403,281689142,,Hyundai,Toyota,Sonata Hybrid,Rav4,6900,32738.0,172295.0,8.0,,,0
,7314688338,279563805,,Nissan,Subaru,Sentra,Outback,8995,25990.0,70424.0,26896.0,,,0
,7312798893,278379411,,Toyota,Ram,Highlander Xle,2500,31588,74143.0,86202.0,8.0,,,0
,7305149873,278682089,,Mini,Ford,Countryman Cooper S,Explorer,33590,42995.0,1054.0,9.0,,,0
,7309945694,281536032,,Honda,Dodge,Accord Sedan,Charger,0,24988.0,101970.0,29225.0,,,0
,7316719941,279210208,,Honda,Chevrolet,Accord Ex-L Sedan 4D Automatic,Colorado,10221,35330.0,106411.0,6.0,,,0
SALWR2VF8FA602598,7313906659,280881822,2015.0,Rover,Land Rover,Sport,Range Rover Sport,0,39842.0,62945.0,56045.0,1,"Model diverso: CR=sport, UC=range rover sport",1
,7307396792,278189637,,Chrysler,Ram,Town & Country,2500,3900,68595.0,209935.0,10.0,,,0
,7307213453,275959445,,Chevrolet,Ford,Malibu,Focus,11995,12550.0,88515.0,57303.0,,,0
JTNBK46K273016210,7316834996,277265851,2007.0,Toyota,Toyota,Camry,Camry,8995,9995.0,96052.0,96052.0,0,,1
,7316673178,280398873,,Nissan,Bmw,Altima,3 Series,6200,63925.0,102000.0,3.0,,,0
KNAFK4A64G5611478,7314336892,280311718,2016.0,Kia,Kia,Forte,Forte,9450,8990.0,104257.0,101564.0,0,,1
,7308045849,281086359,,Gmc,Acura,Sierra,Mdx,6995,52925.0,111000.0,11.0,,,0
,7313591866,264197459,,Chevrolet,Volkswagen,Silverado 3500Hd Lt,Jetta,49995,18191.0,1655.0,3.0,,,0
,7315599837,279333407,,Subaru,Ford,Outback,Fusion,10900,24928.0,92770.0,9.0,,,0
KL4CJ1SB5JB558974,7315245130,278737106,2018.0,Buick,Buick,Encore Sport Touring,Encore,18990,18799.0,18740.0,18724.0,0,,1
,7312920722,281109251,,Gmc,Honda,Sierra,Accord,65950,19150.0,250.0,33707.0,,,0
1J4AA5D12BL518821,7305705428,278662062,2011.0,Jeep,Jeep,Wrangler,Wrangler,16495,18495.0,152994.0,152994.0,0,,1
,7313605141,280487002,,Chevrolet,Jeep,Traverse,Grand Cherokee,22897,22979.0,97152.0,57229.0,,,0
WBA8E5G36HNU44027,7314588471,281539190,2017.0,Bmw,Bmw,320I Xdrive,3 Series,22449,24184.0,47000.0,37436.0,1,"Model diverso: CR=320i xdrive, UC=3 series",1
5N1AR1NB7BC635675,7309138208,276863472,2011.0,Nissan,Nissan,Pathfinder,Pathfinder,12999,13500.0,104590.0,104590.0,0,,1
,7307354725,281136860,,Jeep,Buick,Wrangler Unlimited Sahara,Encore Gx,0,25648.0,32300.0,20.0,,,0
,7304396124,275337854,,Gmc,Buick,Acadia,Encore Gx,32000,24008.0,31256.0,2.0,,,0
,7314764491,273744021,,Toyota,Volvo,Rav4,Xc90,23991,62501.0,33221.0,0.0,,,0
,7312944347,268178830,,Toyota,Ford,Tacoma,Transit Connect,25495,26815.0,107985.0,10.0,,,0
,7315564283,280348456,,Nissan,Jaguar,Rogue,E-Pace,18990,51652.0,68649.0,6220.0,,,0
,7301717113,278996877,,Ram,Toyota,Dakota,Corolla,16495,22042.0,48776.0,8.0,,,0
,7316762012,277574350,,Honda,Cadillac,Cr-V Ex-L,Xt6,0,64790.0,112568.0,6.0,,,0
,7309763149,273861225,,Toyota,Volkswagen,Camry,Tiguan,6988,20900.0,134164.0,43481.0,,,0
,7315727051,280952794,,Subaru,Honda,Forester 2.5I Premium,Cr-V,22990,32770.0,26497.0,0.0,,,0
2HKYF18494H619137,7310487681,265461756,2004.0,Honda,Honda,Pilot,Pilot,3995,4995.0,146639.0,146639.0,0,,1
,7313540434,280742704,,Audi,Lincoln,Q5,Town Car,39999,14900.0,11521.0,38518.0,,,0
