vin,craigslist_id,used_cars_id,year,manufacturer_cr,manufacturer_uc,model_cr,model_uc,price_cr,price_uc,mileage_cr,mileage_uc,warnings,warning_details,label
,7312878842,281595533,,Infiniti,Subaru,Q50 3.0T Luxe Sedan 4D,Crosstrek,24990,20993.0,25349.0,41526.0,,,0
3N1AB7AP8KY301694,7313432321,281179420,2019.0,Nissan,Nissan,Sentra,Sentra,13777,14559.0,50799.0,50774.0,0,,1
,7308820344,272282209,,Ram,Volkswagen,2500,Golf,42999,9995.0,96639.0,73756.0,,,0
,7309193179,281535687,,Gmc,Kia,Yukon,Telluride,7995,43997.0,90597.0,40612.0,,,0
,7316889541,281605984,,Ram,Mercedes-Benz,1500,Gle-Class,12995,64055.0,135267.0,4.0,,,0
2C3CDXCT6LH173302,7316528048,275590830,2020.0,Dodge,Dodge,Charger,Charger,38987,43775.0,28.0,27.0,0,,1
,7315870608,279394665,,Gmc,Volkswagen,Yukon Denali,Passat,287,13900.0,148507.0,32470.0,,,0
,7306881292,280664265,,Chevrolet,Dodge,Cruze,Nitro,10990,6950.0,99438.0,88892.0,,,0
,7313273108,268625740,,Honda,Ford,Cr-V Lx Sport Utility 4D,F-150,6000,41558.0,219299.0,0.0,,,0
,7307933622,269124388,,,Honda,Oldsmobile Alero Gl2,Accord,3775,37205.0,161140.0,5.0,,,0
,7302520027,278442280,,Ford,Ford,Escape S,F-150,19488,36287.0,29124.0,9964.0,,,0
3GTU2UEC4FG140529,7315743294,280290729,2015.0,Gmc,Gmc,Sierra,Sierra 1500,32995,30999.0,54734.0,54360.0,0,,1
,7316514489,280472924,,Bmw,Bmw,X1 Xdrive28I Awd Gps Heated Leather Backup Camera,7 Series,23995,41881.0,73178.0,33848.0,,,0
,7304262628,280452775,,Volkswagen,Ford,Jetta 1.4T S Sedan 4D,Fusion,13990,17488.0,22272.0,33701.0,,,0
,7309851242,280307134,,Hyundai,Volkswagen,Sonata Sport Limited,Gti,0,29282.0,60338.0,8.0,,,0
3FADP4EJ5BM116922,7302273021,281073277,2011.0,Ford,Ford,Fiesta,Fiesta,4985,4985.0,151466.0,151466.0,0,,1
JM1BM1K70G1333185,7307903534,274838017,2016.0,Mazda,Mazda,Mazda3,Mazda3,11998,14998.0,10311.0,10311.0,0,,1
,7316317717,267551169,,Toyota,Honda,Rav4,Cr-V,29600,26762.0,26265.0,0.0,,,0
,7312088008,276191228,,Ford,Toyota,Focus,Avalon Hybrid,7995,44514.0,62044.0,0.0,,,0
,7315721545,258919003,,Chevrolet,Bmw,Trax,I3,15989,16995.0,19754.0,26043.0,,,0
,7301631505,281188949,,Hyundai,Bmw,Kona,X5,20000,40730.0,31309.0,24266.0,,,0
,7316330191,278639094,,Ford,Hyundai,Explorer Xl 4Dr Xl,Elantra,0,20890.0,0.0,8.0,,,0
5FNRL5H69DB030450,7314365539,268956102,2013.0,Honda,Honda,Odyssey,Odyssey,0,13250.0,84890.0,84890.0,0,,1
,7314338302,276156230,,Bmw,Jeep,3 Series,Grand Cherokee,11500,39242.0,43280.0,11.0,,,0
,7315625224,281465644,,Toyota,Toyota,Tundra,Rav4,21500,25123.0,108000.0,2.0,,,0
,7316710462,277296551,,Honda,Nissan,Civic,Sentra,6488,15492.0,139898.0,14768.0,,,0
,7311556975,280692548,,Mini,Chrysler,Cooper S,300M,6700,2000.0,63539.0,99503.0,,,0
,7314567557,281750465,,Ford,Acura,F-250,Tlx,73992,24552.0,7993.0,38785.0,,,0
,7316834455,281709672,,Kia,Buick,Sportage,Envision,0,18900.0,63552.0,85388.0,,,0
,7315123030,279653071,,Kia,Toyota,Soul,Rav4,7488,27515.0,102002.0,11.0,,,0
,7311310677,281757231,,Volvo,Honda,S60,Civic,17995,21755.0,87224.0,0.0,,,0
,7316873476,278958235,,Hyundai,Honda,Santa Fe Sport,Accord,15900,29025.0,92566.0,6.0,,,0
,7316914924,281484699,,Honda,Honda,Civic Ex,Accord,5800,12597.0,135364.0,109191.0,,,0
,7315066325,259024399,,Ford,Ram,F-150 Xlt,3500,30995,55285.0,60820.0,,,,0
,7312899107,280981665,,Nissan,Ford,Altima,Fusion,9999,8999.0,80620.0,115885.0,,,0
,7307490693,280615659,,Gmc,Gmc,Envoy,Sierra 3500Hd,2995,30852.0,217366.0,115608.0,,,0
1C4PJLDS8FW585568,7311275209,281008722,2015.0,Jeep,Jeep,Cherokee,Cherokee,11995,12995.0,73978.0,73978.0,0,,1
,7310965032,269506959,,Ford,Ram,Escape,1500,5995,32817.0,133890.0,0.0,,,0
1G1PG5SB2F7265646,7305627450,278009723,2015.0,Chevrolet,Chevrolet,Cruze,Cruze,11990,12990.0,77222.0,77222.0,0,,1
,7314669463,275203786,,Chevrolet,Ford,Traverse Ls Sport,F-150,23990,18599.0,26378.0,98074.0,,,0
1FM5K8D8XJGB90988,7316191149,266700683,2018.0,Ford,Ford,Explorer Xlt,Explorer,0,22405.0,50164.0,45524.0,0,,1
,7317018280,281275247,,Chevrolet,Toyota,Equinox Lt,Highlander,21987,9500.0,73812.0,118372.0,,,0
,7316743365,276826571,,Toyota,Chevrolet,Corolla Xse Sedan 4D,Trax,24590,16467.0,10696.0,3.0,,,0
,7303412820,281577866,,Chrysler,Hyundai,200,Santa Fe,8500,17588.0,29847.0,75650.0,,,0
,7310472358,278596399,,Honda,Dodge,Accord Ex,Journey,7400,20045.0,176000.0,26461.0,,,0
,7313615260,277728958,,Chevrolet,Ford,"Silverado 1500 Ltz, $493.72 Month, $2K Down, 2.9% Apr, Oac $36980 Ltz $493.72 Month, $2K Down, 2.9% Apr, Oac,",F-150,36980,61734.0,98000.0,14.0,,,0
1N4AA5AP1EC484198,7314746014,279930936,2014.0,Nissan,Nissan,Maxima,Maxima,11499,11995.0,81177.0,80624.0,0,,1
,7315641364,278002676,,Ford,Chevrolet,F-350 4X4 Ex-Cab W/ 9' Contractor Dump,Cruze,24900,11495.0,84395.0,57923.0,,,0
,7314948516,279385324,,Mercedes-Benz,Nissan,Benz Slk350,Altima,9800,5995.0,71052.0,143730.0,,,0
,7314407235,279148098,,Ford,Tesla,F150,Model X,0,91222.0,52174.0,16676.0,,,0
,7315333162,280089931,,Bmw,Ford,5 Series 535I,Transit Crew,16999,40788.0,110303.0,1.0,,,0
,7316670768,278689516,,Chevrolet,Honda,Silverado 1500,Cr-V,7950,24737.0,153221.0,10.0,,,0
JTEBU5JR3A5007807,7316971936,274524145,2010.0,Toyota,Toyota,4Runner,4Runner,19995,14500.0,153883.0,152101.0,0,,1
3D4PH1FG2BT568082,7314633131,279959813,2011.0,Dodge,Dodge,Journey,Journey,8795,9295.0,94633.0,94633.0,0,,1
,7305589523,281131838,,Ford,Ford,F-450 Super Cab,Fusion,29700,12800.0,152425.0,46193.0,,,0
JN8AZ08W05W431420,7310810593,260588516,2005.0,Nissan,Nissan,Murano,Murano,5995,5995.0,247066.0,247066.0,0,,1
,7314526800,261635760,,Chevrolet,Hyundai,Sonic,Venue,4995,20248.0,91585.0,12.0,,,0
,7309671301,281129573,,Ram,Nissan,1500,Frontier,17995,20997.0,146149.0,51284.0,,,0
,7316684781,281036578,,Volkswagen,Chevrolet,Jetta 1.4T Se,Malibu,13998,22313.0,72586.0,10.0,,,0
,7315021513,273795755,,Ram,Kia,1500 4X4 Express 4Dr Quad Cab 6.3 Sb Pickup Clean Carfax,Optima,0,14000.0,91115.0,60046.0,,,0
,7314936760,281660704,,Subaru,Chevrolet,Impreza,Silverado 2500Hd,4595,42055.0,158668.0,0.0,,,0
,7313911196,275636509,,Acura,Chevrolet,Ilx,Equinox,341,23988.0,4022.0,10134.0,,,0
,7316150090,278848044,,Chevrolet,Ford,Silverado 2500Hd Crew,Escape,0,30641.0,196025.0,2.0,,,0
,7314849143,281479387,,Honda,Honda,Civic Coupe,Pilot,12800,44995.0,31191.0,8800.0,,,0
,7309782153,229219908,,Kia,Ford,Forte5,Flex,12900,15495.0,77698.0,74126.0,,,0
WMWMM33519TP93624,7315004995,268036331,2009.0,Mini,Mini,Cooper Clubman,Cooper Clubman,4995,5995.0,101975.0,101975.0,0,,1
,7302496365,274670456,,Honda,Dodge,Civic Sedan,Durango,1000,49160.0,48260.0,10.0,,,0
,7310469370,280708569,,Bmw,Chevrolet,X3,Silverado 1500,13422,34880.0,108164.0,3.0,,,0
,7313409252,254228173,,Toyota,Honda,Tundra,Accord,39000,23990.0,28100.0,,,,0
,7315996216,271235807,,Nissan,Jeep,Altima,Cherokee,8995,15999.0,116330.0,89195.0,,,0
,7312262909,279485706,,Mazda,Toyota,Mazda3,Rav4,13995,18598.0,25450.0,81511.0,,,0
,7307807109,280472270,,Chevrolet,Gmc,Silverado 2500,Acadia,10500,29990.0,98422.0,56377.0,,,0
,7302865011,281192303,,Toyota,Chrysler,Corolla,Town & Country,16100,12995.0,43386.0,89196.0,,,0
WA1LAAF73HD035795,7311462946,280656171,2017.0,Audi,Audi,Q7,Q7,38950,38428.0,44070.0,42425.0,0,,1
,7302081865,272368061,,Lincoln,Ford,Mkz Reserve Sedan 4D,Expedition,26590,23990.0,19506.0,76468.0,,,0
,7315520095,261267682,,Toyota,Chevrolet,Tacoma,Trax,33981,25109.0,36997.0,2.0,,,0
,7306656947,281057352,,Ford,Ford,Mustang Ecoboost Premium,F-150,18999,36850.0,67830.0,45811.0,,,0
,7315766213,280514636,,Chevrolet,Ford,Tahoe,Escape,9400,16999.0,185737.0,37560.0,,,0
4M2ZU66K94UJ02736,7316338232,281559184,2004.0,Mercury,Mercury,Mountaineer,Mountaineer,5999,6495.0,78478.0,78000.0,0,,1
,7311886410,278184662,,Ford,Jeep,Fusion,Wrangler Unlimited,11895,49949.0,94197.0,1526.0,,,0
,7311664856,276788271,,Subaru,Ford,Forester 2.5X Awd,Explorer,6500,56378.0,188000.0,0.0,,,0
3GCPKTE73CG209460,7312937765,273870481,2012.0,Chevrolet,Chevrolet,Silverado 1500,Silverado 1500,18988,20988.0,144790.0,144790.0,0,,1
,7302658776,278261323,,,Chevrolet,Daihatsu Hijet,Silverado 1500,7999,68215.0,41262.0,6.0,,,0
,7311307592,279719988,,Chevrolet,Cadillac,Cobalt,Escalade,3495,44784.0,132847.0,47010.0,,,0
,7309794862,281580635,,Ford,Nissan,Edge Limited,Altima,7995,14067.0,145568.0,71146.0,,,0
,7304213063,272547445,,Chevrolet,Honda,Tahoe Z71,Odyssey,43490,32950.0,53812.0,33.0,,,0
,7311328400,281560355,,Dodge,Hyundai,Grand Caravan,Kona,13771,28325.0,98810.0,8.0,,,0
,7315537127,277333137,,Audi,Bmw,Tt,X5,20999,36997.0,98996.0,36358.0,,,0
,7315518084,278734621,,Ram,Ford,"1500 Rebel*V8,5.7L",Ranger,44337,37197.0,31430.0,11.0,,,0
,7309259060,278061463,,Mazda,Ford,Cx-9,Explorer,21111,38560.0,73929.0,3146.0,,,0
,7316596430,256044008,,Chevrolet,Land Rover,Spark,Discovery Sport,10995,41940.0,44500.0,3824.0,,,0
,7308362111,265822394,,Chevrolet,Ford,Silverado 1500 Crew Cab,F-150,14495,47995.0,146000.0,37.0,,,0
,7313967379,267272772,,Chevrolet,Kia,Corvette,Forte,13980,17680.0,132969.0,10.0,,,0
,7311246231,279083060,,Chevrolet,Infiniti,Silverado 1500 High,Qx60,43791,43632.0,46633.0,11.0,,,0
NM0LS7F25L1438873,7312945848,247621759,2020.0,Ford,Ford,Transit Connect Cargo,Transit Connect,0,29585.0,15.0,8.0,0,,1
,7316187387,277320175,,Gmc,Dodge,Sierra 1500,Durango,7995,35069.0,229477.0,13.0,,,0
1C3CCBAB4EN210695,7315163464,278888356,2014.0,Chrysler,Chrysler,200-Series,200,7995,8995.0,89000.0,89000.0,0,,1
19XFB2E5XDE020192,7314471763,274695522,2013.0,Honda,Honda,Civic,Civic,8999,7999.0,158208.0,158208.0,0,,1
,7316699592,280101665,,Ford,Pontiac,F-350 Super Duty,Grand Prix,19999,8995.0,102731.0,132526.0,,,0
3C63RPGL6JG241187,7308074379,247467009,2018.0,Ram,Ram,3500 Crew Cab,3500,34900,35995.0,109000.0,97512.0,0,,1
,7310778117,272585641,,Honda,Mitsubishi,Odyssey,Outlander,4300,29915.0,195607.0,1.0,,,0
4T1BF1FK4EU752673,7316672495,279015128,2014.0,Toyota,Toyota,Camry,Camry,10999,9722.0,153209.0,153198.0,0,,1
,7307708846,281407875,,Mercedes-Benz,Honda,Glc Glc 300 Automatic,Accord,31947,26020.0,35111.0,10.0,,,0
,7314675425,277722562,,Infiniti,Toyota,Q50 3.0T Luxe Sedan 4D,Camry,26990,20698.0,20193.0,29786.0,,,0
,7316472520,280844235,,Ford,Toyota,Ranger Xlt,Camry Hybrid,3500,28994.0,181577.0,13383.0,,,0
,7307222967,257510799,,Dodge,Chevrolet,Caliber,Trax,6999,22224.0,107888.0,3.0,,,0
,7316474458,279948615,,Volvo,Jeep,S60,Grand Cherokee,13186,34512.0,71318.0,10.0,,,0
,7316671938,268816166,,Jeep,Ford,Wrangler Unlimited,Edge,27474,30907.0,106644.0,2052.0,,,0
,7316717963,277052796,,Hyundai,Audi,Elantra Gt Hatchback,A6,8990,9995.0,83314.0,125766.0,,,0
,7314819986,251497101,,Chevrolet,Chevrolet,Colorado,Camaro,15487,14999.0,90251.0,57655.0,,,0
,7313063495,280908602,,Toyota,Ram,Tundra,1500,12980,39838.0,126419.0,16273.0,,,0
,7314451554,280323778,,Lexus,Toyota,Rx 350,Rav4,9995,25511.0,150000.0,0.0,,,0
,7303466042,280694296,,Ford,Subaru,F-150,Forester,0,27385.0,88541.0,5.0,,,0
KMHFC46F96A083365,7313272349,276181596,2006.0,Hyundai,Hyundai,Azera,Azera,3500,4500.0,181247.0,181247.0,0,,1
,7312899525,273314159,,Hyundai,Fiat,Sonata,500X,13999,13298.0,92183.0,31419.0,,,0
1FMCU0G6XLUA79617,7314313335,262503926,2020.0,Ford,Ford,Escape,Escape,27981,28290.0,3637.0,10.0,0,,1
,7302360919,276600550,,Ford,Mercedes-Benz,Mustang,S-Class,15888,19990.0,44427.0,103000.0,,,0
,7315280000,280324604,,,Mazda,V.W. Passat R-Line,Cx-5,13995,23179.0,71391.0,20066.0,,,0
2C3CDXBG0KH655167,7314692838,277143201,2019.0,Dodge,Dodge,Charger,Charger,22995,20900.0,9645.0,7167.0,0,,1
,7315093404,273833117,,Ford,Audi,F-150,S5,26700,63140.0,109026.0,43.0,,,0
,7306444452,268549080,,Toyota,Nissan,Yaris,Kicks,5488,17865.0,161880.0,0.0,,,0
,7303151735,263194105,,Jeep,Audi,Liberty Sport 4X4,Rs 5,6995,80579.0,37000.0,41.0,,,0
,7301981162,280776202,,Toyota,Ford,Highlander,Edge,15995,19990.0,125000.0,50188.0,,,0
1FM5K8F83FGC26234,7303980757,276640867,2015.0,Ford,Ford,Explorer,Explorer,15995,16995.0,125353.0,125353.0,0,,1
,7316795232,278762341,,Fiat,Ford,124 Spider,Expedition,500,58562.0,100000.0,10.0,,,0
,7315603857,279722304,,Toyota,Gmc,Tundra Crewmax Sr5 4X4,Sierra 1500,49999,65272.0,13080.0,4.0,,,0
4S3GTAD67L3729206,7315242161,281172318,2020.0,Subaru,Subaru,Impreza,Impreza,25860,25860.0,4.0,4.0,0,,1
,7314554446,263169393,,Toyota,Buick,Highlander Xle,Encore,21950,18783.0,59000.0,0.0,,,0
1FTER4FH6KLA51116,7315320826,276080395,2019.0,Ford,Ford,Ranger,Ranger,32401,28497.0,32784.0,26758.0,0,,1
,7303898348,267346031,,Toyota,Chevrolet,Prius C,Blazer,10995,26381.0,86610.0,2875.0,,,0
1FTFW1ET5DKG21729,7311446125,275180932,2013.0,Ford,Ford,F-150,F-150,0,15550.0,186390.0,180000.0,0,,1
,7316870838,279923460,,Honda,Dodge,Accord,Charger,19367,25545.0,35551.0,,,,0
WVGBV7AX7HK050811,7308039146,277293311,2017.0,Volkswagen,Volkswagen,Tiguan,Tiguan,11995,14995.0,87000.0,87000.0,0,,1
,7315049330,281206877,,Mitsubishi,Hyundai,Endeavor Se,Genesis Coupe,5827,14888.0,151800.0,79854.0,,,0
1G1FF1R71H0162013,7316707859,275915064,2017.0,Chevrolet,Chevrolet,Camaro Ss Coupe 2D,Camaro,38990,35478.0,20132.0,15365.0,0,,1
,7310035504,281573991,,Subaru,Gmc,Outback,Sierra 1500,18995,52225.0,136585.0,0.0,,,0
,7315527133,275616031,,Bmw,Ford,X5 Xdrive35I,Fusion Hybrid,27989,15750.0,85603.0,34081.0,,,0
1G1PF5SC5C7248153,7315111902,281052846,2012.0,Chevrolet,Chevrolet,Cruze Lt,Cruze,6977,7622.0,104952.0,104467.0,0,,1
,7315775092,279481804,,Ford,Nissan,F-150 Xlt 4Wd Supercrew 5.5' Box,Sentra,38999,10298.0,97484.0,27083.0,,,0
,7315022276,275142632,,Mercedes-Benz,Ford,Glk Glk 350 4Matic,Fusion,9987,21798.0,131376.0,16.0,,,0
,7314594636,278801529,,Mercedes-Benz,Honda,Clk350,Accord Coupe,7999,10995.0,62000.0,97300.0,,,0
,7313856821,280264229,,Gmc,Audi,Acadia,A3,16950,16598.0,91862.0,48471.0,,,0
,7313887013,273691835,,Ford,Ram,F-350Crew Cab 4X4 Diesel,1500,35995,41164.0,165874.0,0.0,,,0
,7315748908,280586039,,,Kia,Hummer H2,Sportage,15995,8300.0,195108.0,121323.0,,,0
,7316165821,278316475,,Jeep,Honda,Wrangler Unlimited,Hr-V,25695,17800.0,78586.0,39361.0,,,0
,7316237500,266348204,,Honda,Toyota,Civic,Prius V,12995,17999.0,49522.0,30648.0,,,0
,7310456187,278590442,,Ford,Chevrolet,F-150,Suburban,18995,36289.0,143100.0,32216.0,,,0
,7313764500,275522917,,Kia,Chevrolet,Spectra,Silverado 1500,0,29500.0,,58252.0,,,0
,7313539751,280358073,,,Bmw,500,3 Series,28975,29577.0,39020.0,39041.0,,,0
2G4WC582471125730,7303586965,281034657,2007.0,Buick,Buick,Lacrosse,Lacrosse,4495,4995.0,138028.0,138028.0,0,,1
,7312966425,279158345,,Mercedes-Benz,Porsche,S63,Macan,26451,31991.0,82436.0,68166.0,,,0
,7315639919,280289077,,Lincoln,Chevrolet,Town Car,Blazer,3500,39043.0,174330.0,5.0,,,0
,7307470294,269832829,,Ford,Ford,F-250 Crewcab Lariat 4X4,Escape,4500,31345.0,189000.0,2.0,,,0
1FTEW1CP2HFA51317,7313778360,280172046,2017.0,Ford,Ford,F-150,F-150,35900,35900.0,43104.0,43104.0,0,,1
,7316418813,279254955,,Lexus,Chevrolet,Rx 350,Silverado 1500,11850,33491.0,150399.0,36462.0,,,0
4T1BK36B18U274370,7308223826,281559618,2008.0,Toyota,Toyota,Avalon Limited,Avalon,7995,8495.0,97409.0,97409.0,0,,1
3N1CN8DV9LL903504,7316762625,278466943,2020.0,Nissan,Nissan,Versa S Sedan 4D,Versa,17590,16482.0,354.0,6.0,0,,1
,7314906310,279163006,,Ford,Nissan,Explorer,Sentra,799,19873.0,85106.0,12.0,,,0
,7316165733,255631278,,Honda,Ford,Cr-V,F-150,13595,48009.0,129922.0,5.0,,,0
,7313193070,279942320,,Chevrolet,Ram,Silverado 2500Hd,3500,46000,44944.0,81340.0,54767.0,,,0
,7309717421,278502000,,Volkswagen,Toyota,Jetta,Corolla Hybrid,9495,23858.0,49500.0,2.0,,,0
,7315830591,280537648,,Kia,Ford,Soul,Explorer Hybrid,13495,42820.0,25331.0,22.0,,,0
,7312705898,281664828,,Ford,Mazda,Transit,Cx-5,0,31095.0,12333.0,5.0,,,0
,7316521112,274242270,,Dodge,Ram,"Durango Crew*V6,3.6L!",1500,12337,16879.0,160939.0,119885.0,,,0
,7309197181,280487586,,Lexus,Jeep,Gs,Renegade,20500,20934.0,79074.0,10.0,,,0
,7315775568,274457525,,Volvo,Ford,V60 T5 Momentum Wagon 4D,Escape,37590,23500.0,16029.0,24058.0,,,0
,7316974347,277820427,,Ford,Honda,F350 Super Duty Crew Cab,Hr-V,54991,24484.0,116970.0,2.0,,,0
,7316343496,274735111,,Dodge,Subaru,Challenger R/T Coupe 2D,Outback,37590,32495.0,1937.0,25609.0,,,0
,7301629194,272885124,,Honda,Buick,Cr-V,Enclave,13581,11975.0,91012.0,127090.0,,,0
,7314934419,278772883,,Chevrolet,Chevrolet,Hhr Ls,Silverado 1500,2999,35978.0,175790.0,8529.0,,,0
,7316329954,240347194,,Ford,Jeep,Focus,Gladiator,13495,58993.0,44165.0,565.0,,,0
,7301665531,279350645,,Jeep,Mercedes-Benz,Grand Cherokee,E-Class,13674,28999.0,95830.0,44870.0,,,0
,7308026658,279469558,,Bmw,Dodge,635Csi,Grand Caravan,16900,26156.0,109700.0,2.0,,,0
,7304757145,276324612,,Chevrolet,Ford,Trax,F-150,14222,30482.0,50070.0,3.0,,,0
,7309758750,278393757,,Volkswagen,Hyundai,Golf Alltrack,Kona,21769,27805.0,26943.0,9.0,,,0
WAUGGAFC0CN062701,7301872991,278156963,2012.0,Audi,Audi,A6,A6,10295,10295.0,171231.0,171231.0,0,,1
,7311571977,277176093,,Ford,Nissan,Transit Connect,Titan,14495,54690.0,117593.0,,,,0
,7314987510,281880738,,Nissan,Subaru,Titan,Forester,16991,26826.0,55771.0,0.0,,,0
1HGCP26889A054575,7306186942,280776476,2009.0,Honda,Honda,Accord,Accord,6900,7500.0,116852.0,116852.0,0,,1
,7314428716,273745760,,Hyundai,Volkswagen,Sonata,Jetta,0,16998.0,154351.0,10500.0,,,0
,7316495390,268825806,,Ford,Ram,Escape Xlt Sport Utility,1500,8995,31230.0,132334.0,29.0,,,0
,7307390823,274453090,,Toyota,Ford,Rav4,Focus,0,13000.0,91540.0,36944.0,,,0
,7310077797,279909290,,Cadillac,Mitsubishi,Srx,Outlander,10995,18750.0,125176.0,25647.0,,,0
,7316407981,269103548,,Honda,Honda,Odyssey,Accord,12500,25225.0,128138.0,150.0,,,0
,7314537178,280996265,,Volkswagen,Ford,Passat,F-150,7995,34383.0,137252.0,35320.0,,,0
,7316834027,278205421,,Bmw,Jeep,X3 Xdrive28I,Compass,13900,22495.0,100872.0,2307.0,,,0
,7316697993,281302964,,Chevrolet,Gmc,Equinox,Acadia,13500,54435.0,65320.0,4.0,,,0
,7307905505,271410850,,Honda,Ford,Accord Ex,Transit Passenger,4999,21995.0,173557.0,77497.0,,,0
1N4BL4BV3KC148358,7316428887,280595564,2019.0,Nissan,Nissan,Altima,Altima,18795,18595.0,38879.0,36185.0,0,,1
,7315444268,277804481,,Ford,Jeep,F150 Supercab Xlt,Grand Cherokee,11700,32800.0,95000.0,25126.0,,,0
,7313241415,279967865,,Kia,Chevrolet,Optima S Sedan 4D,Camaro,17990,22701.0,78956.0,51488.0,,,0
WP1AB29P08LA45054,7308724968,272151026,2008.0,Porsche,Porsche,Cayenne S 6-Speed Automatic,Cayenne,9950,10900.0,141000.0,135000.0,0,,1
,7315652531,279892552,,Nissan,Mazda,Quest Sv,Cx-5,17995,14998.0,82003.0,94839.0,,,0
,7314019727,280368329,,Ford,Chevrolet,Explorer,Traverse,0,46424.0,547.0,4934.0,,,0
3C63RRRL3KG550500,7304395438,278867634,2019.0,Ram,Ram,3500,3500,83995,76995.0,21854.0,15876.0,0,,1
1FTEW1EG7JFB07478,7311771086,276627818,2018.0,Ford,Ford,F-150,F-150,0,34990.0,57377.0,57100.0,0,,1
,7315327868,277627866,,Ford,Honda,Escape,Fit,6995,17945.0,113160.0,5.0,,,0
1N6AA0EC7EN513791,7316116328,280570829,2014.0,Nissan,Nissan,Titan,Titan,15995,15995.0,179060.0,179060.0,0,,1
,7303947880,279055631,,Chevrolet,Chevrolet,Sonic,Silverado 1500,7995,35241.0,68604.0,4.0,,,0
,7314705768,280068145,,Gmc,Mazda,Yukon Xl,Cx-9,21952,25895.0,111998.0,22103.0,,,0
,7306703134,275094373,,Nissan,Nissan,Rogue,Versa,21999,16825.0,33583.0,10.0,,,0
JTDKB20U577648095,7314437045,273052111,2007.0,Toyota,Toyota,Prius,Prius,8995,8995.0,69000.0,69000.0,0,,1
,7309451672,274821117,,Cadillac,Ford,Seville,Escape,3595,40470.0,96000.0,3.0,,,0
WVWBR71K27W192228,7303303715,261232237,2007.0,Volkswagen,Volkswagen,Rabbit,Rabbit,4995,4995.0,118959.0,118959.0,0,,1
2C4RDGBG7CR288155,7310844480,271457552,2012.0,Dodge,Dodge,Grand Caravan,Grand Caravan,7995,6995.0,123187.0,123187.0,0,,1
,7309210196,279824767,,Ford,Ford,Fusion,Fusion,23998,17928.0,44375.0,39001.0,,,0
,7309268026,274938594,,Gmc,Ferrari,Sierra 1500,F430 Spider,10900,95430.0,119000.0,29505.0,,,0
,7312735080,272491375,,Chevrolet,Toyota,Cruze,Corolla,19998,17684.0,20324.0,35544.0,,,0
,7311656996,281362585,,Honda,Toyota,Cr-V,Rav4,12399,19810.0,117774.0,32843.0,,,0
,7315876325,280296876,,Ram,Ford,Pickup 1500,Escape,62977,12995.0,1855.0,82138.0,,,0
,7302450401,281308150,,Lincoln,Subaru,Mkx,Forester,5995,19780.0,190978.0,35247.0,,,0
5LMTJ3DH6HUL19010,7311505370,279545992,2017.0,Lincoln,Lincoln,Mkc,Mkc,14599,15799.0,103407.0,103144.0,0,,1
,7316329792,281472057,,Toyota,Hyundai,Camry,Tucson,0,29329.0,65667.0,10.0,,,0
,7316958691,279783710,,Porsche,Toyota,Macan,Rav4,39995,29533.0,13466.0,0.0,,,0
,7312558372,278123019,,Ford,Chevrolet,Escape,Equinox,2200,28601.0,1.0,10.0,,,0
,7316577520,270058121,,Honda,Chevrolet,Civic Ex,Silverado 1500,6900,59907.0,133500.0,5.0,,,0
,7311442379,279562171,,Chevrolet,Toyota,Silverado 1500,Tacoma,21500,33163.0,114763.0,27518.0,,,0
,7315701316,278574400,,Jeep,Volkswagen,Grand Cherokee,Jetta,34995,15493.0,20489.0,36243.0,,,0
,7316755050,280477401,,Jeep,Toyota,Grand Cherokee,Tacoma,1500,29997.0,1.0,18413.0,,,0
,7316463095,273216135,,Jeep,Mazda,Renegade Latitude,Cx-5,0,28130.0,19559.0,4.0,,,0
,7307424417,279158040,,Toyota,Ford,Tacoma,F-150,39981,39995.0,22568.0,7.0,,,0
,7310562607,269789655,,Hyundai,Ram,Sonata,3500,0,77895.0,89018.0,199.0,,,0
,7316229111,276141234,,Jeep,Honda,Cherokee Sport,Cr-V,13995,27995.0,76337.0,10040.0,,,0
,7316747467,278823303,,Kia,Hyundai,Soul Plus,Kona,17995,27120.0,20201.0,5.0,,,0
,7314897946,280096405,,Ford,Nissan,Super Duty F-350 Srw,Frontier,23995,32113.0,165149.0,7.0,,,0
2C4RC1BG0DR779376,7316664379,280175219,2013.0,Chrysler,Chrysler,Town & Country,Town & Country,10600,10883.0,91057.0,91046.0,0,,1
,7316801623,280355502,,Dodge,Honda,Grand Caravan Sxt,Cr-V,3871,22951.0,262347.0,72947.0,,,0
,7304356817,277605131,,Toyota,Lincoln,Sienna,Mkz,14995,45685.0,146669.0,0.0,,,0
1G1ZE5ST5HF197021,7311240722,276299860,2017.0,Chevrolet,Chevrolet,Malibu,Malibu,17900,16491.0,23981.0,23979.0,0,,1
,7314939855,276213420,,Subaru,Ram,Impreza Sedan,2500,12988,42757.0,111000.0,1.0,,,0
,7316234557,256589284,,Chevrolet,Jeep,Tahoe,Compass,15995,33500.0,143739.0,1.0,,,0
,7313840418,280470573,,Kia,Hyundai,Optima Lx 1.6T,Tucson,180,18000.0,58195.0,19520.0,,,0
,7315331529,277756203,,Kia,Mercedes-Benz,Sorento Sx,Gla-Class,276,39725.0,45093.0,0.0,,,0
3N1CN7AP5KL876316,7307855171,278582460,2019.0,Nissan,Nissan,Versa,Versa,0,16638.0,18216.0,18216.0,0,,1
